Country,Year,Life_expectancy_at_birth,Expected_years_of_schooling,Average_of_years_of_schooling,GNI_per_capita_PPP,life_expectancy_index,Education_Index,GNI_Index,HDI_1,HDI_calculated,HDI_3
Madagascar,1998,57.028,7.8,,1190.00,0.57,0.76,0.37,,0.55,
Madagascar,1997,56.239,7.6,,1160.00,0.56,0.75,0.37,,0.54,
Madagascar,1996,55.430,7.5,,1120.00,0.55,0.75,0.36,,0.53,
Madagascar,1995,54.616,7.3,,1100.00,0.53,0.74,0.36,,0.52,
Madagascar,1994,53.808,7.1,,1090.00,0.52,0.74,0.36,,0.52,
Madagascar,1993,53.022,6.9,,1120.00,0.51,0.73,0.36,,0.51,
Madagascar,1992,52.278,6.7,,1100.00,0.50,0.72,0.36,,0.51,
Madagascar,1991,51.595,6.6,,1070.00,0.49,0.72,0.36,,0.50,
Madagascar,1990,51.003,6.4,,1160.00,0.48,0.71,0.37,,0.50,
Macedonia,2018,75.69,13.46,9.68,12873.75,0.86,0.72,0.73,0.76,0.77,0.76
Macedonia,2017,75.589,13.3,9.60,14930.00,0.86,0.71,0.76,0.76,0.77,0.76
Macedonia,2016,75.498,13.3,9.60,14480.00,0.85,0.71,0.75,0.76,0.77,0.76
Macedonia,2015,75.406,13.3,9.60,13400.00,0.85,0.71,0.74,0.75,0.77,0.75
Macedonia,2014,75.299,13,9.50,13120.00,0.85,0.70,0.74,,0.76,0.75
Macedonia,2013,75.171,12.9,9.40,12350.00,0.85,0.69,0.73,0.74,0.75,0.74
Macedonia,2012,75.019,12.9,9.30,11580.00,0.85,0.69,0.72,,0.75,0.74
Macedonia,2011,74.846,12.9,9.30,11400.00,0.84,0.69,0.72,,0.75,0.74
Macedonia,2010,74.662,12.9,9.10,11130.00,0.84,0.68,0.71,0.73,0.74,0.74
Macedonia,2009,74.484,13,8.90,10850.00,0.84,0.68,0.71,,0.74,0.73
Macedonia,2008,74.324,13,8.70,10290.00,0.84,0.68,0.70,,0.73,0.73
Macedonia,2007,74.19,12.2,8.50,8810.00,0.83,0.64,0.68,,0.71,0.71
Macedonia,2006,74.08,12.2,8.40,8550.00,0.83,0.64,0.67,,0.71,0.71
Macedonia,2005,73.986,12.1,8.20,7620.00,0.83,0.63,0.65,,0.70,0.70
Macedonia,2004,73.892,11.9,7.80,7040.00,0.83,0.61,0.64,,0.69,0.69
Macedonia,2003,73.781,11.9,7.50,6420.00,0.83,0.61,0.63,,0.68,0.69
Macedonia,2002,73.642,11.9,7.10,6230.00,0.83,0.59,0.62,,0.67,0.68
Macedonia,2001,73.470,11.9,6.80,5980.00,0.82,0.59,0.62,,0.67,0.67
Macedonia,2000,73.267,11.8,6.50,6010.00,0.82,0.57,0.62,,0.66,0.67
Macedonia,1999,73.038,11.7,,5600.00,0.82,0.89,0.61,,0.76,
Macedonia,1998,72.795,11.6,,5360.00,0.81,0.89,0.60,,0.76,
Macedonia,1997,72.550,11.4,,5150.00,0.81,0.88,0.60,,0.75,
Macedonia,1996,72.309,11.3,,5030.00,0.80,0.88,0.59,,0.75,
Macedonia,1995,72.080,11,,4910.00,0.80,0.87,0.59,,0.74,
Macedonia,1994,71.871,10.8,,4840.00,0.80,0.86,0.59,,0.74,
Macedonia,1993,71.680,10.6,,4780.00,0.80,0.85,0.58,,0.73,
Macedonia,1992,71.502,10.5,,4990.00,0.79,0.85,0.59,,0.74,
Macedonia,1991,71.331,10.4,,5340.00,0.79,0.85,0.60,,0.74,
Macedonia,1990,71.152,10.3,,5460.00,0.79,0.84,0.60,,0.74,
Luxembourg,2018,82.10,14.23,12.20,65543.05,0.96,0.81,0.98,0.91,0.91,0.91
Luxembourg,2017,81.955,14,12.10,72750.00,0.95,0.80,1.00,0.91,0.91,0.90
Luxembourg,2016,81.803,14,12.10,70450.00,0.95,0.80,0.99,0.90,0.91,0.90
Luxembourg,2015,81.636,14,12.00,67590.00,0.95,0.80,0.98,0.90,0.91,0.90
Luxembourg,2014,81.442,13.9,12.00,67290.00,0.95,0.80,0.98,,0.90,0.90
Luxembourg,2013,81.215,13.9,11.80,63840.00,0.94,0.79,0.98,0.89,0.90,0.89
Luxembourg,2012,80.955,13.9,11.80,63710.00,0.94,0.79,0.98,,0.90,0.89
Luxembourg,2011,80.664,13.9,11.80,63530.00,0.93,0.79,0.97,,0.90,0.89
Luxembourg,2010,80.352,13.9,11.80,61800.00,0.93,0.79,0.97,0.89,0.89,0.89
Luxembourg,2009,80.032,13.7,11.80,55770.00,0.92,0.78,0.96,,0.88,0.88
Luxembourg,2008,79.718,13.5,11.70,71610.00,0.92,0.78,0.99,,0.89,0.89
Luxembourg,2007,79.421,13.5,11.70,72690.00,0.91,0.78,1.00,,0.89,0.89
Luxembourg,2006,79.145,13.5,11.50,63440.00,0.91,0.77,0.97,,0.88,0.88
Luxembourg,2005,78.888,13.5,11.30,63000.00,0.91,0.76,0.97,,0.88,0.88
Luxembourg,2004,78.645,13.5,11.10,58650.00,0.90,0.76,0.96,,0.87,0.87
Luxembourg,2003,78.406,13.5,10.90,48960.00,0.90,0.75,0.94,,0.86,0.86
Luxembourg,2002,78.161,13.6,10.70,49690.00,0.89,0.75,0.94,,0.86,0.86
Luxembourg,2001,77.910,13.5,10.50,50290.00,0.89,0.74,0.94,,0.85,0.86
Luxembourg,2000,77.652,13.4,10.30,49060.00,0.89,0.73,0.94,,0.85,0.86
Luxembourg,1999,77.390,13.5,10.10,46240.00,0.88,0.73,0.93,,0.84,0.85
Luxembourg,1998,77.129,12.7,9.90,41720.00,0.88,0.70,0.91,,0.82,0.83
Luxembourg,1997,76.872,12.4,9.70,41270.00,0.87,0.68,0.91,,0.82,0.83
Luxembourg,1996,76.620,12.3,9.50,38780.00,0.87,0.67,0.90,,0.81,0.82
Luxembourg,1995,76.373,11.8,9.30,37490.00,0.87,0.65,0.90,,0.80,0.81
Luxembourg,1994,76.131,11.8,9.20,34120.00,0.86,0.65,0.88,,0.79,0.80
Luxembourg,1993,75.892,11.6,9.10,33860.00,0.86,0.64,0.88,,0.79,0.80
Luxembourg,1992,75.653,11.4,9.00,32790.00,0.86,0.63,0.88,,0.78,0.80
Luxembourg,1991,75.410,11.3,8.90,32070.00,0.85,0.62,0.87,,0.77,0.79
Luxembourg,1990,75.159,11.1,8.92,28730.00,0.85,0.62,0.86,,0.77,0.78
Lithuania,2018,75.74,16.50,12.96,29775.26,0.86,0.91,0.86,0.87,0.88,0.87
Lithuania,2017,75.507,16.1,13.00,32560.00,0.85,0.90,0.87,0.87,0.88,0.86
Lithuania,2016,75.238,16.1,13.00,29790.00,0.85,0.90,0.86,0.86,0.87,0.86
Lithuania,2015,74.923,16.1,13.00,27780.00,0.84,0.90,0.85,0.86,0.86,0.85
Lithuania,2014,74.556,16.1,13.00,27820.00,0.84,0.90,0.85,,0.86,0.85
Lithuania,2013,74.145,16.3,11.90,26090.00,0.83,0.87,0.84,0.84,0.85,0.84
Lithuania,2012,73.706,16.3,11.70,23870.00,0.83,0.87,0.83,,0.84,0.83
Lithuania,2011,73.256,16.5,11.80,22150.00,0.82,0.88,0.82,,0.84,0.83
Lithuania,2010,72.826,16.8,11.60,19920.00,0.81,0.88,0.80,0.82,0.83,0.82
Lithuania,2009,72.451,16.9,11.50,18500.00,0.81,0.88,0.79,,0.83,0.82
Lithuania,2008,72.15,16.7,12.20,20040.00,0.80,0.90,0.80,,0.83,0.83
Lithuania,2007,71.929,16.6,12.10,18380.00,0.80,0.89,0.79,,0.82,0.83
Lithuania,2006,71.784,16.5,12.00,16170.00,0.80,0.88,0.77,,0.81,0.82
Lithuania,2005,71.692,16.3,11.80,14330.00,0.80,0.87,0.75,,0.80,0.81
Lithuania,2004,71.619,16.1,11.50,12780.00,0.79,0.86,0.73,,0.79,0.80
Lithuania,2003,71.527,16,11.30,11770.00,0.79,0.85,0.72,,0.78,0.79
Lithuania,2002,71.392,15.5,11.10,10380.00,0.79,0.83,0.70,,0.77,0.78
Lithuania,2001,71.205,15.1,10.90,9320.00,0.79,0.81,0.68,,0.76,0.77
Lithuania,2000,70.967,14.6,10.70,8310.00,0.78,0.78,0.67,,0.74,0.76
Lithuania,1999,70.688,13.9,10.60,7640.00,0.78,0.76,0.65,,0.73,0.74
Lithuania,1990,70.682,12.8,8.25,,0.78,0.66,,,,0.73
Lithuania,1998,70.399,13.4,10.40,7590.00,0.78,0.74,0.65,,0.72,0.74
Lithuania,1991,70.350,12.6,9.20,,0.77,0.68,,,,0.73
Lithuania,1997,70.132,12.9,10.20,6930.00,0.77,0.71,0.64,,0.71,0.72
Lithuania,1992,70.054,12.2,9.40,,0.77,0.67,,,,0.71
Lithuania,1996,69.909,12.4,10.00,6310.00,0.77,0.69,0.63,,0.69,0.71
Lithuania,1993,69.844,11.8,9.50,,0.77,0.66,,,,0.70
Lithuania,1995,69.768,12,9.90,5910.00,0.77,0.68,0.62,,0.68,0.70
Lithuania,1994,69.744,11.8,9.70,,0.77,0.66,,,,0.70
Liechtenstein,2017,82.228,14.7,12.50,,0.96,0.84,,0.92,,0.92
Liechtenstein,2016,82.124,14.7,12.50,,0.96,0.84,,0.92,,0.92
Liechtenstein,2015,82.039,14.7,12.40,,0.95,0.83,,0.91,,0.91
Liechtenstein,2014,81.973,14.6,12.40,,0.95,0.83,,,,0.91
Liechtenstein,2013,81.919,14.8,12.40,,0.95,0.84,,0.91,,0.91
Liechtenstein,2012,81.865,15,12.30,,0.95,0.84,,,,0.91
Liechtenstein,2011,81.801,14.8,12.20,,0.95,0.83,,,,0.91
Liechtenstein,2010,81.714,14.5,12.10,,0.95,0.82,,0.90,,0.90
Liechtenstein,2009,81.589,14.5,11.80,,0.95,0.81,,,,0.90
Liechtenstein,2008,81.421,14.7,11.70,,0.94,0.82,,,,0.90
Liechtenstein,2007,81.204,14.4,11.40,,0.94,0.80,,,,0.89
Liechtenstein,2006,80.938,14.5,11.20,,0.94,0.79,,,,0.89
Liechtenstein,2005,80.621,14.5,11.00,,0.93,0.79,,,,0.89
Liechtenstein,2018,80.54,14.72,12.55,99732.14,0.93,0.84,1.04,0.92,0.93,0.92
Liechtenstein,2004,80.256,14.5,10.80,,0.93,0.78,,,,0.88
Liechtenstein,2003,79.853,14.2,10.70,,0.92,0.77,,,,0.88
Liechtenstein,2002,79.430,14,10.50,,0.91,0.76,,,,0.87
Liechtenstein,2001,79.001,13.7,10.40,,0.91,0.75,,,,0.87
Liechtenstein,2000,78.582,13.5,10.20,,0.90,0.73,,,,0.86
Liechtenstein,1999,78.192,,10.10,,0.90,,,,,
Liechtenstein,1998,77.839,,9.90,,0.89,,,,,
Liechtenstein,1997,77.527,,9.70,,0.89,,,,,
Liechtenstein,1996,77.259,,9.50,,0.88,,,,,
Liechtenstein,1995,77.031,,9.30,,0.88,,,,,
Liechtenstein,1994,76.836,,9.30,,0.87,,,,,
Liechtenstein,1993,76.657,,9.30,,0.87,,,,,
Liechtenstein,1992,76.480,,9.20,,0.87,,,,,
Liechtenstein,1991,76.298,,9.20,,0.87,,,,,
Liechtenstein,1990,76.101,,,,0.86,,,,,
Libya,2018,72.72,12.79,7.56,11684.73,0.81,0.64,0.72,0.71,0.72,0.71
Libya,2017,72.52,13.4,7.30,13690.00,0.81,0.65,0.74,0.70,0.73,0.71
Libya,2016,72.311,13.4,7.30,11430.00,0.80,0.65,0.72,0.69,0.72,0.69
Libya,2008,72.174,14.6,7.00,29030.00,0.80,0.68,0.86,,0.78,0.76
Libya,2007,72.155,14.8,6.80,28240.00,0.80,0.68,0.85,,0.78,0.75
Libya,2009,72.129,14.3,7.10,28690.00,0.80,0.67,0.85,,0.77,0.76
Libya,2015,72.121,13.4,7.30,12740.00,0.80,0.65,0.73,0.69,0.73,0.69
Libya,2006,72.063,15.1,6.60,26360.00,0.80,0.69,0.84,,0.77,0.75
Libya,2010,72.044,14,7.30,29880.00,0.80,0.67,0.86,0.76,0.77,0.76
Libya,2014,71.981,13.4,7.30,14510.00,0.80,0.65,0.75,,0.73,0.70
Libya,2011,71.956,13.7,7.30,11500.00,0.80,0.66,0.72,,0.72,0.71
Libya,2013,71.907,13.4,7.30,19740.00,0.80,0.65,0.80,0.71,0.75,0.71
Libya,2005,71.902,15.4,6.40,23840.00,0.80,0.69,0.83,,0.77,0.75
Libya,2012,71.901,13.4,7.30,23710.00,0.80,0.65,0.83,,0.75,0.74
Libya,2004,71.693,15.7,6.30,20960.00,0.80,0.70,0.81,,0.77,0.74
Libya,2003,71.466,15.9,6.10,20410.00,0.79,0.70,0.80,,0.76,0.74
Libya,2002,71.244,16,5.90,17880.00,0.79,0.70,0.78,,0.76,0.74
Libya,2001,71.038,15.8,5.80,,0.79,0.69,,,,0.73
Libya,2000,70.852,15.7,5.60,,0.78,0.68,,,,0.73
Libya,1999,70.684,15.5,5.40,,0.78,0.67,,,,0.72
Libya,1998,70.522,15.3,5.20,,0.78,0.65,,,,0.72
Libya,1997,70.352,15.2,5.00,,0.77,0.65,,,,0.72
Libya,1996,70.169,15,4.90,,0.77,0.64,,,,0.71
Libya,1995,69.965,14.8,4.70,,0.77,0.62,,,,0.70
Libya,1994,69.732,14.7,4.50,,0.77,0.62,,,,0.70
Libya,1993,69.469,14.5,4.30,,0.76,0.60,,,,0.70
Libya,1992,69.175,14.3,4.20,,0.76,0.59,,,,0.69
Libya,1991,68.850,14.2,4.00,,0.75,0.58,,,,0.69
Libya,1990,68.503,14,3.81,,0.75,0.57,,,,0.68
Liberia,2018,63.73,9.58,4.67,1040.09,0.67,0.45,0.35,0.46,0.47,0.46
Liberia,2017,63.295,10,4.70,1380.00,0.67,0.46,0.40,0.47,0.50,0.44
Liberia,2016,62.802,10,4.50,1260.00,0.66,0.46,0.38,0.46,0.49,0.43
Liberia,2015,62.269,10,4.40,1180.00,0.65,0.46,0.37,0.46,0.48,0.43
Liberia,2014,61.723,10,4.40,1240.00,0.64,0.46,0.38,,0.48,0.43
Liberia,2013,61.186,9.9,4.40,1210.00,0.63,0.45,0.38,0.46,0.48,0.43
Liberia,2012,60.663,9.8,4.30,1060.00,0.63,0.45,0.36,,0.46,0.42
Liberia,2011,60.146,9.6,4.20,1040.00,0.62,0.44,0.35,,0.46,0.42
Liberia,2010,59.6,9.5,4.10,930.00,0.61,0.43,0.34,0.44,0.45,0.41
Liberia,2009,58.971,9.6,4.00,910.00,0.60,0.43,0.33,,0.44,0.40
Liberia,2008,58.229,9.7,4.00,880.00,0.59,0.43,0.33,,0.44,0.40
Liberia,2007,57.365,9.8,3.90,820.00,0.57,0.44,0.32,,0.43,0.39
Liberia,2006,56.4,9.9,3.80,740.00,0.56,0.44,0.30,,0.42,0.38
Liberia,2005,55.393,10,3.80,660.00,0.54,0.44,0.29,,0.41,0.38
Liberia,2004,54.422,10.1,3.70,610.00,0.53,0.44,0.27,,0.40,0.37
Liberia,2003,53.554,10.2,3.70,580.00,0.52,0.44,0.27,,0.39,0.34
Liberia,2002,52.826,10.3,3.60,850.00,0.51,0.44,0.32,,0.42,0.37
Liberia,2001,52.236,10.4,3.50,830.00,0.50,0.44,0.32,,0.41,0.38
Liberia,2000,51.734,10.5,3.50,880.00,0.49,0.45,0.33,,0.42,0.39
Liberia,1999,51.234,8.7,3.40,,0.48,0.38,,,,0.35
Liberia,1998,50.657,,3.30,,0.47,,,,,
Liberia,1997,49.963,,3.20,,0.46,,,,,
Liberia,1996,49.163,,3.20,,0.45,,,,,
Liberia,1995,48.314,,3.10,,0.44,,,,,
Liberia,1994,47.506,,3.00,,0.42,,,,,
Liberia,1993,46.832,,2.90,,0.41,,,,,
Liberia,1992,46.357,,2.80,,0.41,,,,,
Liberia,1991,46.097,,2.70,,0.40,,,,,
Liberia,1990,46.046,,2.60,,0.40,,,,,
Lesotho,1990,59.837,9.6,4.66,1300.00,0.61,0.45,0.39,,0.47,0.50
Lesotho,1991,59.464,9.7,4.50,1340.00,0.61,0.45,0.39,,0.47,0.50
Lesotho,1992,58.868,9.7,4.50,1370.00,0.60,0.45,0.40,,0.47,0.50
Lesotho,1993,58.050,9.4,4.50,1360.00,0.59,0.44,0.39,,0.47,0.50
Lesotho,1994,57.022,9.8,4.60,1420.00,0.57,0.45,0.40,,0.47,0.50
Lesotho,1995,55.782,9.9,4.60,1420.00,0.55,0.46,0.40,,0.47,0.49
Lesotho,1996,54.334,9.8,4.70,1500.00,0.53,0.46,0.41,,0.46,0.49
Lesotho,2018,53.71,10.74,6.35,3243.84,0.52,0.53,0.53,0.52,0.53,0.52
Lesotho,2017,52.947,10.6,6.30,3350.00,0.51,0.53,0.53,0.51,0.52,0.52
Lesotho,1997,52.728,9.8,4.70,1540.00,0.50,0.46,0.41,,0.46,0.48
Lesotho,2016,52.059,10.6,6.30,3710.00,0.49,0.53,0.55,0.51,0.52,0.52
Lesotho,2015,51.038,10.6,6.10,3640.00,0.48,0.52,0.54,0.50,0.51,0.51
Lesotho,1998,51.034,9.7,4.80,1510.00,0.48,0.46,0.41,,0.45,0.48
Lesotho,2014,49.891,10.7,6.10,3330.00,0.46,0.53,0.53,,0.50,0.51
Lesotho,1999,49.328,9.6,4.80,1560.00,0.45,0.45,0.41,,0.44,0.47
Lesotho,2013,48.663,10.8,6.00,3120.00,0.44,0.53,0.52,0.49,0.49,0.51
Lesotho,2000,47.691,10.3,4.90,1600.00,0.43,0.48,0.42,,0.44,0.47
Lesotho,2012,47.416,11.1,5.90,2890.00,0.42,0.53,0.51,,0.49,0.51
Lesotho,2011,46.207,11,5.80,2930.00,0.40,0.53,0.51,,0.48,0.50
Lesotho,2001,46.197,10.4,5.00,1920.00,0.40,0.49,0.45,,0.44,0.46
Lesotho,2010,45.1,11,5.60,2860.00,0.39,0.52,0.51,0.46,0.47,0.49
Lesotho,2002,44.898,10.5,5.10,1970.00,0.38,0.49,0.45,,0.44,0.46
Lesotho,2009,44.146,10.9,5.90,2790.00,0.37,0.53,0.50,,0.46,0.49
Lesotho,2003,43.845,10.7,5.10,2080.00,0.37,0.50,0.46,,0.44,0.46
Lesotho,2008,43.384,10.8,5.40,2810.00,0.36,0.51,0.50,,0.45,0.48
Lesotho,2004,43.083,10.7,5.20,2100.00,0.36,0.50,0.46,,0.43,0.46
Lesotho,2007,42.854,10.7,5.50,2640.00,0.35,0.51,0.49,,0.45,0.47
Lesotho,2005,42.658,10.7,5.30,2130.00,0.35,0.50,0.46,,0.43,0.46
Lesotho,2006,42.595,10.6,5.40,2200.00,0.35,0.50,0.47,,0.43,0.47
Lebanon,2018,78.88,11.29,8.70,11136.25,0.91,0.62,0.71,0.73,0.74,0.73
Lebanon,2017,78.833,12.5,8.70,16070.00,0.91,0.66,0.77,0.73,0.77,0.76
Lebanon,2016,78.8,12.5,8.60,15250.00,0.90,0.66,0.76,0.73,0.77,0.75
Lebanon,2015,78.768,12.5,8.50,14920.00,0.90,0.65,0.76,0.73,0.76,0.75
Lebanon,2014,78.732,12.5,8.40,14900.00,0.90,0.65,0.76,,0.76,0.75
Lebanon,2013,78.683,12.5,8.30,14890.00,0.90,0.65,0.76,0.74,0.76,0.75
Lebanon,2012,78.611,12.5,8.10,14810.00,0.90,0.64,0.75,,0.76,0.75
Lebanon,2011,78.507,13.3,8.00,14640.00,0.90,0.67,0.75,,0.77,0.76
Lebanon,2010,78.36,13.2,7.90,14810.00,0.90,0.66,0.75,0.75,0.76,0.76
Lebanon,2009,78.161,13.3,7.90,14040.00,0.89,0.66,0.75,,0.76,0.76
Lebanon,2008,77.911,13.2,7.80,13060.00,0.89,0.66,0.74,,0.76,0.75
Lebanon,2007,77.609,13.1,7.80,11900.00,0.89,0.65,0.72,,0.75,0.74
Lebanon,2006,77.26,12.9,7.60,10380.00,0.88,0.64,0.70,,0.73,0.73
Lebanon,2005,76.865,13.2,7.50,9870.00,0.87,0.65,0.69,,0.73,0.73
Lebanon,2004,76.432,13.7,,9300.00,0.87,0.96,0.68,,0.83,
Lebanon,2003,75.969,14.2,,7700.00,0.86,0.97,0.66,,0.82,
Lebanon,2002,75.488,14.8,,8790.00,0.85,0.99,0.68,,0.83,
Lebanon,2001,74.999,15.2,,9140.00,0.85,1.01,0.68,,0.83,
Lebanon,2000,74.507,15,,9150.00,0.84,1.00,0.68,,0.83,
Lebanon,1999,74.017,14.9,,9000.00,0.83,1.00,0.68,,0.83,
Lebanon,1998,73.528,14.2,,9020.00,0.82,0.97,0.68,,0.82,
Lebanon,1997,73.046,13.4,,8790.00,0.82,0.95,0.68,,0.81,
Lebanon,1996,72.576,12.7,,8740.00,0.81,0.92,0.68,,0.80,
Lebanon,1995,72.125,12.5,,7990.00,0.80,0.92,0.66,,0.79,
Lebanon,1994,71.699,12.4,,7560.00,0.80,0.91,0.65,,0.78,
Lebanon,1993,71.300,12.2,,7090.00,0.79,0.91,0.64,,0.77,
Lebanon,1992,70.929,12,,6730.00,0.78,0.90,0.64,,0.77,
Lebanon,1991,70.584,11.9,,5840.00,0.78,0.90,0.61,,0.75,
Lebanon,1990,70.266,11.7,,4700.00,0.77,0.89,0.58,,0.74,
Latvia,2018,75.17,15.98,12.83,26300.77,0.85,0.89,0.84,0.85,0.86,0.85
Latvia,2017,75.048,15.8,12.80,28360.00,0.85,0.88,0.85,0.85,0.86,0.85
Latvia,2016,74.91,15.8,12.80,26340.00,0.84,0.88,0.84,0.85,0.86,0.84
Latvia,2015,74.733,15.8,12.80,24690.00,0.84,0.88,0.83,0.84,0.85,0.84
Latvia,2014,74.491,15.6,12.90,23770.00,0.84,0.88,0.83,,0.85,0.84
Latvia,2013,74.172,15.7,12.70,22640.00,0.83,0.88,0.82,0.83,0.84,0.83
Latvia,2012,73.778,15.2,12.60,21140.00,0.83,0.86,0.81,,0.83,0.82
Latvia,2011,73.323,15.4,12.60,19770.00,0.82,0.86,0.80,,0.83,0.82
Latvia,2010,72.838,15.6,12.50,17780.00,0.81,0.87,0.78,0.82,0.82,0.82
Latvia,2009,72.368,15.9,12.30,18120.00,0.81,0.87,0.79,,0.82,0.82
Latvia,2008,71.949,16.2,12.20,19220.00,0.80,0.88,0.79,,0.82,0.82
Latvia,2007,71.602,15.9,12.30,17580.00,0.79,0.87,0.78,,0.81,0.82
Latvia,2006,71.331,15.8,12.20,15350.00,0.79,0.87,0.76,,0.80,0.81
Latvia,2005,71.114,15.7,12.10,13690.00,0.79,0.86,0.74,,0.79,0.80
Latvia,2004,70.917,15.5,11.70,11950.00,0.78,0.84,0.72,,0.78,0.79
Latvia,2003,70.698,15.2,11.20,10960.00,0.78,0.82,0.71,,0.77,0.77
Latvia,2002,70.429,15,10.60,10070.00,0.78,0.79,0.70,,0.75,0.76
Latvia,2001,70.106,14.7,10.00,9050.00,0.77,0.77,0.68,,0.74,0.75
Latvia,2000,69.726,14.1,9.50,8010.00,0.77,0.73,0.66,,0.72,0.73
Latvia,1999,69.297,13.6,9.40,7320.00,0.76,0.71,0.65,,0.71,0.72
Latvia,1990,69.053,12.7,7.56,,0.75,0.63,,,,0.70
Latvia,1998,68.855,12.9,9.20,7090.00,0.75,0.69,0.64,,0.69,0.71
Latvia,1991,68.564,12.6,7.80,,0.75,0.64,,,,0.70
Latvia,1997,68.437,12.3,9.10,6510.00,0.75,0.66,0.63,,0.68,0.69
Latvia,1992,68.143,12.4,8.10,,0.74,0.64,,,,0.68
Latvia,1996,68.076,11.9,9.00,5810.00,0.74,0.65,0.61,,0.66,0.68
Latvia,1993,67.862,11.9,8.40,,0.74,0.63,,,,0.67
Latvia,1995,67.828,11.6,8.90,5530.00,0.74,0.63,0.61,,0.66,0.67
Latvia,1994,67.752,11.6,8.60,,0.73,0.63,,,,0.67
Laos,2018,67.61,11.06,5.20,6316.52,0.73,0.51,0.63,0.60,0.62,0.60
Laos,2017,67.277,11.2,5.20,6870.00,0.73,0.52,0.64,0.60,0.62,0.60
Laos,2016,66.924,11.2,5.20,6550.00,0.72,0.52,0.63,0.60,0.62,0.60
Laos,2015,66.546,11.3,5.10,5890.00,0.72,0.52,0.62,0.59,0.61,0.59
Laos,2014,66.144,11.1,5.00,5610.00,0.71,0.51,0.61,,0.60,0.59
Laos,2013,65.717,10.8,5.10,5010.00,0.70,0.50,0.59,0.58,0.59,0.58
Laos,2012,65.267,10.5,5.00,4550.00,0.70,0.49,0.58,,0.58,0.57
Laos,2011,64.797,10.4,4.80,3870.00,0.69,0.48,0.55,,0.57,0.56
Laos,2010,64.306,10,4.60,3580.00,0.68,0.46,0.54,0.55,0.55,0.55
Laos,2009,63.797,9.7,4.50,3440.00,0.67,0.45,0.53,,0.54,0.54
Laos,2008,63.271,9.4,4.40,3170.00,0.67,0.44,0.52,,0.53,0.53
Laos,2007,62.731,9.2,4.40,2970.00,0.66,0.43,0.51,,0.52,0.52
Laos,2006,62.182,9.1,4.30,2670.00,0.65,0.42,0.50,,0.51,0.51
Laos,2005,61.625,9,4.20,2510.00,0.64,0.42,0.49,,0.51,0.51
Laos,2004,61.065,8.7,4.20,2270.00,0.63,0.41,0.47,,0.49,0.50
Laos,2003,60.502,8.6,4.10,2070.00,0.62,0.40,0.46,,0.49,0.49
Laos,2002,59.937,8.3,4.00,1990.00,0.61,0.39,0.45,,0.48,0.48
Laos,2001,59.372,8,4.00,1870.00,0.61,0.38,0.44,,0.47,0.47
Laos,2000,58.803,8,3.90,1760.00,0.60,0.38,0.43,,0.46,0.47
Laos,1999,58.225,8,3.80,1700.00,0.59,0.37,0.43,,0.45,0.46
Laos,1998,57.637,7.9,3.80,1560.00,0.58,0.37,0.41,,0.45,0.46
Laos,1997,57.040,7.7,3.70,1520.00,0.57,0.36,0.41,,0.44,0.45
Laos,1996,56.440,7.4,3.60,1460.00,0.56,0.35,0.40,,0.43,0.44
Laos,1995,55.851,6.8,3.60,1370.00,0.55,0.33,0.40,,0.41,0.43
Laos,1994,55.285,7.2,3.50,1280.00,0.54,0.34,0.39,,0.41,0.43
Laos,1993,54.753,6.9,3.40,1190.00,0.53,0.32,0.37,,0.40,0.42
Laos,1992,54.258,6.8,3.30,1130.00,0.53,0.32,0.37,,0.39,0.41
Laos,1991,53.799,6.7,3.20,1080.00,0.52,0.31,0.36,,0.39,0.41
Laos,1990,53.364,6.7,3.09,1030.00,0.51,0.31,0.35,,0.38,0.40
Kyrgyzstan,2018,71.32,13.36,10.88,3316.79,0.79,0.75,0.53,0.67,0.68,0.67
Kyrgyzstan,2017,71.193,13.4,10.90,4800.00,0.79,0.75,0.58,0.67,0.70,0.67
Kyrgyzstan,2016,71.054,13.4,10.90,5020.00,0.79,0.75,0.59,0.67,0.70,0.67
Kyrgyzstan,2015,70.876,13.3,10.80,4460.00,0.78,0.74,0.57,0.67,0.69,0.67
Kyrgyzstan,2014,70.626,13.2,10.80,4110.00,0.78,0.74,0.56,,0.69,0.66
Kyrgyzstan,2013,70.289,13.1,10.70,3780.00,0.77,0.73,0.55,0.66,0.68,0.66
Kyrgyzstan,2012,69.868,12.7,10.70,3410.00,0.77,0.72,0.53,,0.67,0.65
Kyrgyzstan,2011,69.376,12.3,10.60,2950.00,0.76,0.70,0.51,,0.65,0.64
Kyrgyzstan,2010,68.849,12.4,10.60,2890.00,0.75,0.71,0.51,0.64,0.65,0.64
Kyrgyzstan,2009,68.336,12.5,10.40,2980.00,0.74,0.71,0.51,,0.65,0.64
Kyrgyzstan,2008,67.879,12.4,10.30,2910.00,0.74,0.70,0.51,,0.64,0.63
Kyrgyzstan,2007,67.51,12.7,10.30,2730.00,0.73,0.71,0.50,,0.64,0.63
Kyrgyzstan,2006,67.236,12.7,10.20,2460.00,0.73,0.71,0.48,,0.63,0.62
Kyrgyzstan,2005,67.046,12.6,10.20,2300.00,0.72,0.70,0.47,,0.62,0.62
Kyrgyzstan,2004,66.912,12.5,10.10,2230.00,0.72,0.70,0.47,,0.62,0.62
